topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Exercises,General Instructions,"What are the general instructions for performing rehabilitation exercises?","Keep moving 'little and often' while in the boot to limit muscle weakening and joint stiffness, and reduce DVT risk. Avoid passive ankle movement beyond a right angle or forcing the foot upwards. Aim for 10 repetitions per movement, up to 3 sets with 1-minute rest.","What are the key principles for doing rehabilitation exercises?","Move frequently but gently, avoid forcing the ankle, and perform exercises in sets of 10 repetitions with brief rests.","exercises, general instructions, keep moving, little and often, limit muscle weakening, reduce joint stiffness, reduce DVT risk, avoid passive movement, 10 repetitions, 3 sets, 1 minute rest"
Exercises,Specific Exercises,"What specific exercises are recommended during rehabilitation?","Knee Extension (straighten knee, lift leg, hold, lower), Leg Lifts (lying down, lift leg straight), Hip Extension/Abduction (standing, move leg back/side), Hamstring Curls (stand, lift foot towards bottom).","List some recommended exercises.","Recommended exercises include knee extensions, leg lifts, hip movements, and hamstring curls.","specific exercises, Knee Extension, Leg Lifts, Hip Extension/Abduction, Hamstring Curls"
Active ankle ranges of movement,Instructions,"What are the instructions for active ankle range of motion exercises?","Remove your boot as directed by your physiotherapist to perform gentle, pain-free range of motion exercises for your ankle. Aim for 10 repetitions of each, three times a day: active plantar flexion (pointing toes down, not past neutral), eversion (turning foot outwards), and inversion (turning ankle inwards).","How should I perform ankle range of motion exercises?","Perform gentle, pain-free exercises 3 times daily: plantar flexion (toes down, not past neutral), eversion (foot outwards), and inversion (ankle inwards).","active ankle ranges of movement, gentle exercises, pain-free, 10 repetitions, three times a day, plantar flexion, eversion, inversion"
Concerns and Feedback,When to seek help,"When should I seek further medical help?","If your symptoms or condition worsens, or if you are concerned about anything, please call your GP, 111, or 999.","What situations warrant contacting a medical professional?","Seek help if symptoms worsen or you have any concerns, by contacting your GP, NHS 111, or in emergencies, 999.","concerns, feedback, symptoms worsen, contact GP, 111, 999"
Concerns and Feedback,Patient Experience,"What should I do if I have questions or concerns during my hospital stay?","We know that being admitted to hospital can be a difficult and unsettling time for you and your loved ones. If you have any questions or concerns, please do speak with a member of staff on the ward or in the relevant department who will do their best to answer your questions and reassure you.","Who can I talk to if I have concerns during my hospital stay?","Speak to the nurse in charge or department manager for immediate assistance; they are best placed to answer questions and resolve concerns.","patient experience, hospital stay, questions, concerns, speak to staff, nurse in charge, department manager"
Concerns and Feedback,Feedback Process,"How can I provide feedback about my experience?","Feedback is really important and useful to us – it can tell us where we are working well and where improvements can be made. There are lots of ways you can share your experience with us including completing our Friends and Family Test cards are available and can be posted on all wards, departments and clinics at our hospitals.","What is the importance of feedback, and how can I provide it?","Feedback is important for service improvement. You can provide it through Friends and Family Test cards available across the hospital.","feedback, useful, improvements, share experience, Friends and Family Test cards"
Concerns and Feedback,Patient Advice and Liaison Service (PALS),"How can I contact the Patient Advice and Liaison Service (PALS)?","If you have any concerns or questions about your care, we advise you to talk with the nurse in charge or the department manager in the first instance as they are best placed to answer any questions or resolve concerns quickly. If the relevant member of staff is unable to help resolve your concern, you can contact the PALS Team. If you are still unhappy you can contact the Complaints Department. How to contact PALS: Telephone Patient Services: 0300 123 1732 or via email at: wah-tr.PET@nhs.net. Opening times: The PALS telephone lines are open Monday to Thursday from 8.30am to 4.30pm and Friday: 8.30am to 4.00pm.","Who should I contact if staff cannot resolve my concerns?","If staff cannot resolve your concern, contact the PALS Team via phone (0300 123 1732) or email (wah-tr.PET@nhs.net) during their operating hours.","Patient Advice and Liaison Service, PALS, concerns, questions, nurse in charge, department manager, Complaints Department, contact PALS, telephone, email, opening times"
Achilles Tendon Rupture Management and Rehabilitation,Introduction,"What information does this leaflet provide?","This leaflet will provide you with information about the nature of your injury as well as the management and rehabilitation process following your Achilles tendon rupture.","What is the purpose of this leaflet?","It provides information on the Achilles tendon rupture itself, and the subsequent management and rehabilitation process.","Achilles Tendon Rupture Management and Rehabilitation, information, nature of injury, management, rehabilitation process"
What is an Achilles Tendon Rupture?,Definition and Anatomy,"What is the Achilles tendon, and what is its function?","The Achilles tendon is the largest tendon in the human body, connecting your calf muscles (gastrocnemius and soleus) to your heel (calcaneus). It's rope-like, made of collagen, and crucial for walking, running, and jumping.","What are the key features of the Achilles tendon?","It's the body's largest tendon, made of collagen, connecting calf muscles to the heel, vital for locomotion.","Achilles Tendon, largest tendon, calf muscles, gastrocnemius, soleus, heel, calcaneus, collagen, locomotion"
Causes of Achilles Tendon Rupture,Mechanisms and Risk Factors,"What causes an Achilles tendon to rupture?","The Achilles tendon can rupture without warning or more commonly during sports involving sudden stops and starts. Falls and trips can also cause it. Weakness due to medical conditions or medications increases risk. Long-term tendon problems are also a factor.","What are the common causes and risk factors for this injury?","Common causes include sports requiring quick changes in direction, falls, tendon weakness from medical conditions, medications, or tendinopathies.","Achilles tendon rupture causes, sports activities, sudden stops and starts, falls, slips, tendon weakness, medical conditions, diabetes, medications, steroids, antibiotics, tendinopathies"
