```csv
topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Paediatric Hip Conditions: Perthes Disease,Definition and Demographics,"What is Perthes disease?","Perthes disease is idiopathic avascular necrosis (AVN) of the proximal femoral epiphysis, typically affecting boys aged 4-8 years.","What are the common symptoms?","It presents with a limp, hip or knee pain, and stiffness.","Perthes disease, idiopathic avascular necrosis, AVN, proximal femoral epiphysis, boys, age 4-8, limp, hip pain, knee pain, stiffness"
Paediatric Hip Conditions: Perthes Disease,Diagnosis and Prognosis,"How is Perthes disease diagnosed?","Diagnosis is usually made via X-ray, though MRI can detect early changes.","What is the best prognostic indicator?","The Herring's Lateral Pillar Classification is the best prognostic indicator.","Perthes disease diagnosis, X-ray, MRI, Herring's Lateral Pillar Classification, prognostic indicator"
Paediatric Hip Conditions: Perthes Disease,Management Goals,"What is the aim of managing Perthes disease?","Management aims to prevent femoral head deformation by preventing lateral extrusion and maintaining containment.","What factors influence treatment decisions?","Treatment depends on age and the degree of extrusion, with older children and those with extrusion generally requiring surgical containment.","Perthes disease management, femoral head deformation, lateral extrusion, containment, surgical containment, pelvic osteotomies, femoral osteotomies"
Paediatric Hip Conditions: Slipped Capital Femoral Epiphysis (SCFE),Definition and Demographics,"What is Slipped Capital Femoral Epiphysis (SCFE)?","SCFE is an endocrine-related condition occurring in adolescence, characterized by the anterior displacement of the femoral neck on the femoral head through the hypertrophic zone of the physis.","Who is most commonly affected?","It is more common in boys, obese children, and is often bilateral.","SCFE, Slipped Capital Femoral Epiphysis, endocrine-related, adolescence, anterior displacement, femoral neck, femoral head, hypertrophic zone, physis, boys, obese children, bilateral"
Paediatric Hip Conditions: Slipped Capital Femoral Epiphysis (SCFE),Classification and Radiographic Signs,"How is SCFE classified?","Classification is based on stability (stable vs. unstable) and chronicity (acute, acute-on-chronic, chronic).","What radiographic signs are associated with SCFE?","Radiographic signs include a widened, hazy physis, Klein's line overlap, Steel's blanch sign, and Trethowan's sign. The Southwick angle quantifies slip severity.","SCFE classification, stability, chronicity, Southwick angle, radiographic signs, widened physis, hazy physis, Klein's line, Steel's blanch sign, Trethowan's sign"
Paediatric Hip Conditions: Slipped Capital Femoral Epiphysis (SCFE),Management Goals and Treatment,"What are the goals of SCFE management?","Management goals are to prevent slip progression and avoid complications.","What are the typical treatments for stable versus unstable SCFE?","Stable SCFE is typically treated with in situ pinning, while unstable SCFE requires urgent fixation, often with in situ pinning, or sometimes surgical dislocation and reduction.","SCFE management, prevent slip progression, avoid complications, stable SCFE, unstable SCFE, in situ pinning, surgical dislocation, reduction"
Pelvic Osteotomies for DDH,Purpose of Pelvic Osteotomies,"What is the purpose of pelvic osteotomies in DDH management?","Pelvic osteotomies are used to improve acetabular coverage in cases of hip dysplasia.","What are the different types of pelvic osteotomies?","Options include the Salter (redirectional), Pemberton (volume-reducing), Dega (volume-reducing), Ganz periacetabular (redirectional), Chiari (salvage), and shelf procedures (salvage).","pelvic osteotomies, DDH management, acetabular coverage, hip dysplasia, Salter osteotomy, Pemberton osteotomy, Dega osteotomy, Ganz periacetabular osteotomy, Chiari osteotomy, shelf procedure"
Pelvic Osteotomies for DDH,Choice of Procedure,"How is the choice of pelvic osteotomy determined?","The choice depends on the child's age, the degree of dysplasia, and the surgical goals.","What factors influence the decision?","Age, severity of dysplasia, and the desired outcome guide the selection of the most appropriate osteotomy.","child's age, degree of dysplasia, surgical goals, procedure selection"
Perthes Disease,Definition and Pathology,"What is Perthes disease?","Perthes disease is idiopathic avascular necrosis (AVN) of the proximal femoral epiphysis, typically affecting boys aged 4-8 years.","What is the underlying pathology?","It involves disruption of the blood supply to the femoral head, leading to bone death and subsequent collapse and remodeling.","Perthes disease, idiopathic avascular necrosis, AVN, proximal femoral epiphysis, boys, age 4-8, blood supply disruption, bone death, femoral head collapse"
Perthes Disease,Clinical Presentation and Diagnosis,"What are the typical symptoms of Perthes disease?","It presents with a limp, hip or knee pain, and stiffness.","How is Perthes disease diagnosed?","Diagnosis is usually made via X-ray, though MRI can detect early changes.","symptoms, limp, hip pain, knee pain, stiffness, diagnosis, X-ray, MRI"
Perthes Disease,Prognostic Indicators and Management Goals,"What are the key prognostic indicators for Perthes disease?","The Herring's Lateral Pillar Classification is the best prognostic indicator. 'At Risk' signs like Gage sign, horizontal physis, lateral subluxation, calcification lateral to the physis, and metaphyseal cysts correlate with worse outcomes.","What are the primary goals of management?","Management aims to prevent femoral head deformation by preventing lateral extrusion and maintaining containment.","prognostic indicators, Herring's Lateral Pillar Classification, At Risk signs, Gage sign, horizontal physis, lateral subluxation, calcification lateral to epiphysis, metaphyseal cysts, management goals, femoral head deformation, lateral extrusion, containment"
Perthes Disease,Treatment Principles,"How is Perthes disease treated?","Treatment depends on age and extrusion. Older children (>8 years) and those with extrusion generally require surgical containment via femoral or pelvic osteotomies.","What is the goal of surgical containment?","Surgical containment aims to keep the femoral head within the acetabulum during the avascular and healing phases to promote a more spherical head.","treatment, age, extrusion, surgical containment, femoral osteotomy, pelvic osteotomy, acetabulum, spherical head"
