topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Nerve Disorders Around the Shoulder,Causes of Compression,"What causes nerve compression around the shoulder?","Common causes include cervical rib, anomalous scalene muscle insertion, clavicle malunion, SCM hypertrophy, and tumors like Pancoast's tumor.","What are the common locations for compression?","Compression can occur at the thoracic outlet or involve specific nerves like the suprascapular or long thoracic nerve.","nerve compression, shoulder region, cervical rib, scalene muscle insertion, clavicle malunion, SCM hypertrophy, Pancoast's tumor"
Nerve Disorders Around the Shoulder,Management of Shoulder Nerve Issues,"How are shoulder nerve disorders managed?","Management involves non-operative approaches like physiotherapy and splinting, with operative decompression or nerve transfer considered for persistent symptoms or significant motor deficits.","What are the treatment options?","Conservative treatments include physiotherapy and splinting; surgery is for persistent symptoms or motor deficits.","shoulder nerve disorders, management, non-operative, physiotherapy, splinting, operative decompression, nerve transfer, persistent symptoms, motor deficits"
Nerve Disorders Around the Shoulder,Suprascapular Nerve Compression,"What causes suprascapular nerve compression?","Suprascapular nerve compression can occur due to spinoglenoid notch cysts or ganglions, leading to weakness of the supraspinatus and infraspinatus muscles.","What are the effects of this compression?","It causes weakness in the supraspinatus and infraspinatus muscles.","suprascapular nerve compression, spinoglenoid notch cysts, ganglions, supraspinatus weakness, infraspinatus weakness"
Nerve Disorders Around the Shoulder,Diagnosis and Management of Suprascapular Nerve Issues,"How is suprascapular nerve compression diagnosed?","Imaging with MRI is often diagnostic.","What is the surgical management?","Surgical management involves decompression of the cyst or nerve, and repair of SLAP tears or capsular injuries.","diagnosis, MRI, surgical management, decompression, cyst, nerve, SLAP tears, capsular injuries"
Nerve Disorders Around the Shoulder,Long Thoracic Nerve Palsy,"What is Long Thoracic Nerve Palsy?","Long Thoracic Nerve Palsy results in weakness of the serratus anterior, causing medial scapular winging.","What causes this palsy?","It can be caused by compression (backpackers) or traction (weight lifters).","Long Thoracic Nerve Palsy, serratus anterior weakness, medial scapular winging, compression, traction"
Nerve Disorders Around the Shoulder,Management of Long Thoracic Nerve Palsy,"How is Long Thoracic Nerve Palsy managed?","Most cases improve spontaneously with non-operative management, but pectoralis major transfer may be considered for persistent weakness.","What if the weakness persists?","Pectoralis major transfer is an option for persistent weakness.","Long Thoracic Nerve Palsy management, spontaneous improvement, non-operative management, pectoralis major transfer, persistent weakness"
Nerve Disorders Around the Shoulder,Axillary Nerve Compression and Wartenberg's Syndrome,"What causes axillary nerve compression?","Compression of the axillary nerve in the quadrilateral space can cause shoulder pain and parasthesia, particularly in throwing athletes.","What is Wartenberg's Syndrome?","Wartenberg's Syndrome involves compression of the superficial radial nerve in the forearm, causing pain and numbness without weakness.","axillary nerve compression, quadrilateral space, shoulder pain, parasthesia, throwing athletes, Wartenberg's Syndrome, superficial radial nerve, forearm, numbness, pain"
Nerve Disorders Around the Shoulder,Diagnosis and Treatment for Axillary Nerve Issues,"How is axillary nerve compression diagnosed and treated?","Diagnosis is aided by EMG/NCS and imaging. Management involves activity modification and, if necessary, surgical decompression.","What are the diagnostic and treatment approaches?","EMG/NCS and imaging aid diagnosis; treatment includes activity modification and surgical decompression.","axillary nerve compression diagnosis, EMG/NCS, imaging, management, activity modification, surgical decompression"
Nerve Disorders of the Forearm,Median Nerve Compression,"Where can the median nerve be compressed in the forearm?","Median nerve compression can occur in the forearm, leading to pronator syndrome or anterior interosseous syndrome.","What are these syndromes?","Pronator syndrome involves median nerve compression, not necessarily between pronator teres heads. Anterior interosseous syndrome causes weakness but typically not pain.","median nerve compression, forearm, pronator syndrome, anterior interosseous syndrome, pronator teres, weakness, pain"
Nerve Disorders of the Forearm,Ulnar Nerve Compression Sites,"Where can the ulnar nerve be compressed in the forearm?","Ulnar nerve compression can occur at the elbow (cubital tunnel syndrome) or wrist (Guyon's canal).","What are the key compression sites for the ulnar nerve?","The elbow (cubital tunnel) and wrist (Guyon's canal) are the primary sites of compression.","ulnar nerve compression, elbow, cubital tunnel syndrome, wrist, Guyon's canal"
